日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20240430,8923,トーセイ,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20240430,8927,明豊エンタープライズ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240430,8928,穴吹興産,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240430,8929,青山財産ネットワークス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240430,8931,和田興産,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240430,8934,サンフロンティア不動産,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20240430,8935,ＦＪネクストホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240430,8938,グローム・ホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20240430,8940,インテリックス,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240430,8944,ランドビジネス,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240430,8945,サンネクスタグループ,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240430,8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240430,8951,日本ビルファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8952,ジャパンリアルエステイト投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8953,日本都市ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8954,オリックス不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8955,日本プライムリアルティ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8956,ＮＴＴ都市開発リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8957,東急リアル・エステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8958,グローバル・ワン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8960,ユナイテッド・アーバン投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8961,森トラストリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8963,インヴィンシブル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8964,フロンティア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8966,平和不動産リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8967,日本ロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8968,福岡リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8972,ＫＤＸ不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8975,いちごオフィスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8976,大和証券オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8977,阪急阪神リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8979,スターツプロシード投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8984,大和ハウスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8985,ジャパン・ホテル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8986,大和証券リビング投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8987,ジャパンエクセレント投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,8995,誠建設工業,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240430,8996,ハウスフリーダム,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240430,8999,グランディハウス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240430,9001,東武鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9003,相鉄ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9005,東急,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9006,京浜急行電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9007,小田急電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9008,京王電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9009,京成電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9010,富士急行,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20240430,9012,秩父鉄道,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9017,新潟交通,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9020,東日本旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,2,TOPIX Large70
20240430,9021,西日本旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,2,TOPIX Large70
20240430,9022,東海旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,2,TOPIX Large70
20240430,9024,西武ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9025,鴻池運輸,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9028,ゼロ,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9029,ヒガシトゥエンティワン,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9031,西日本鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9033,広島電鉄,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9034,南総通運,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9036,東部ネットワーク,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9037,ハマキョウレックス,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9039,サカイ引越センター,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20240430,9041,近鉄グループホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9042,阪急阪神ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9044,南海電気鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9045,京阪ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9046,神戸電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9048,名古屋鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9049,京福電気鉄道,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9051,センコン物流,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9052,山陽電気鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9055,アルプス物流,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9057,遠州トラック,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9058,トランコム,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,6,TOPIX Small 1
20240430,9059,カンダホールディングス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9060,日本ロジテム,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9063,岡山県貨物運送,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9064,ヤマトホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9065,山九,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9066,日新,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9067,丸運,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9068,丸全昭和運輸,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9069,センコーグループホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20240430,9070,トナミホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9072,ニッコンホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9073,京極運輸商事,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9074,日本石油輸送,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9075,福山通運,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20240430,9076,セイノーホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9078,エスライングループ本社,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9081,神奈川中央交通,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9082,大和自動車交通,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9083,神姫バス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9087,タカセ,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9090,ＡＺ－ＣＯＭ丸和ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20240430,9099,Ｃ＆Ｆロジホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20240430,9101,日本郵船,プライム（内国株式）,5100,海運業,12,運輸・物流,2,TOPIX Large70
20240430,9104,商船三井,プライム（内国株式）,5100,海運業,12,運輸・物流,4,TOPIX Mid400
20240430,9107,川崎汽船,プライム（内国株式）,5100,海運業,12,運輸・物流,4,TOPIX Mid400
20240430,9110,ＮＳユナイテッド海運,プライム（内国株式）,5100,海運業,12,運輸・物流,6,TOPIX Small 1
20240430,9115,明海グループ,スタンダード（内国株式）,5100,海運業,12,運輸・物流,7,TOPIX Small 2
20240430,9119,飯野海運,プライム（内国株式）,5100,海運業,12,運輸・物流,6,TOPIX Small 1
20240430,9127,玉井商船,スタンダード（内国株式）,5100,海運業,12,運輸・物流,-,-
20240430,9130,共栄タンカー,スタンダード（内国株式）,5100,海運業,12,運輸・物流,7,TOPIX Small 2
20240430,9142,九州旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9143,ＳＧホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9145,ビーイングホールディングス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20240430,9146,五健堂,PRO Market,5050,陸運業,12,運輸・物流,-,-
20240430,9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20240430,9149,大友ロジスティクスサービス,PRO Market,5050,陸運業,12,運輸・物流,-,-
20240430,9156,はなホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9158,シーユーシー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9159,Ｗ　ＴＯＫＹＯ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9160,ノバレーゼ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9161,ＩＤ＆Ｅホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240430,9162,ブリーチ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9163,ナレルグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9164,トライト,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9165,クオルテック,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9166,ＧＥＮＤＡ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9167,フトン巻きのジロー,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9168,ライズ・コンサルティング・グループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9169,大伸社,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9171,栗林商船,スタンダード（内国株式）,5100,海運業,12,運輸・物流,-,-
20240430,9173,東海汽船,スタンダード（内国株式）,5100,海運業,12,運輸・物流,-,-
20240430,9193,東京汽船,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9201,日本航空,プライム（内国株式）,5150,空運業,12,運輸・物流,4,TOPIX Mid400
20240430,9202,ＡＮＡホールディングス,プライム（内国株式）,5150,空運業,12,運輸・物流,2,TOPIX Large70
20240430,9204,スカイマーク,グロース（内国株式）,5150,空運業,12,運輸・物流,-,-
20240430,9206,スターフライヤー,スタンダード（内国株式）,5150,空運業,12,運輸・物流,-,-
20240430,9211,エフ・コード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9213,セイファート,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9215,ＣａＳｙ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9216,ビーウィズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240430,9218,メンタルヘルステクノロジーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9219,ギックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9220,エフビー介護サービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9221,フルハシＥＰＯ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9222,ｍａｎａｂｙ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9223,ＡＳＮＯＶＡ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9224,環境のミカタ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9225,ブリッジコンサルティンググループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9226,アイガー,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9227,マイクロ波化学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9229,サンウェルズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9232,パスコ,スタンダード（内国株式）,5150,空運業,12,運輸・物流,7,TOPIX Small 2
20240430,9233,アジア航測,スタンダード（内国株式）,5150,空運業,12,運輸・物流,-,-
20240430,9235,売れるネット広告社,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9236,ジャパンＭ＆Ａソリューション,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9237,笑美面,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9238,バリュークリエーション,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9239,ケーイーティ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9240,デリバリーコンサルティング,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9241,フューチャーリンクネットワーク,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9242,メディア総研,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9243,富士テクノホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9244,デジタリフト,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9245,リベロ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9246,プロジェクトホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9247,ＴＲＥホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240430,9248,人・夢・技術グループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240430,9249,日本エコシステム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9250,ＧＲＣＳ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9251,ＡＢ＆Ｃｏｍｐａｎｙ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9252,ラストワンマイル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9253,スローガン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9254,ラバブルマーケティンググループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9256,サクシード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9257,ＹＣＰホールディングス（グローバル）リミテッド　ＪＤＲ,グロース（外国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9258,ＣＳ－Ｃ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9259,タカヨシホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9260,西本Ｗｉｓｍｅｔｔａｃホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240430,9262,シルバーライフ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240430,9264,ポエック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240430,9265,ヤマシタヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240430,9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240430,9268,オプティマスグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240430,9270,バリュエンスホールディングス,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240430,9271,和心,グロース（内国株式）,6100,小売業,14,小売,-,-
20240430,9272,ブティックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9273,コーア商事ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240430,9274,ＫＰＰグループホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240430,9275,ナルミヤ・インターナショナル,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240430,9278,ブックオフグループホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240430,9279,ギフトホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240430,9282,いちごグリーンインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,9284,カナディアン・ソーラー・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,9285,東京インフラ・エネルギー投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,9286,エネクス・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,9287,ジャパン・インフラファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20240430,9301,三菱倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,4,TOPIX Mid400
20240430,9302,三井倉庫ホールディングス,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,6,TOPIX Small 1
20240430,9303,住友倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,6,TOPIX Small 1
20240430,9304,澁澤倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9305,ヤマタネ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240430,9306,東陽倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9307,杉村倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9308,乾汽船,スタンダード（内国株式）,5100,海運業,12,運輸・物流,6,TOPIX Small 1
20240430,9310,日本トランスシティ,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9311,アサガミ,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9312,ケイヒン,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9313,丸八倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9319,中央倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9322,川西倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9324,安田倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9325,ファイズホールディングス,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9326,関通,グロース（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9327,イー・ロジット,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9330,揚羽,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9331,キャスター,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9332,ＮＩＳＳＯホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240430,9334,アイビスホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9335,テクノクリエイティブ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9336,大栄環境,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240430,9337,トリドリ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9338,ＩＮＦＯＲＩＣＨ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9339,コーチ・エィ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9340,アソインターナショナル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9341,ＧＥＮＯＶＡ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9342,スマサポ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9343,アイビス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9344,アクシスコンサルティング,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9345,ビズメイツ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9346,ココルポート,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9347,日本管財ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240430,9348,ｉｓｐａｃｅ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9351,東洋埠頭,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9353,櫻島埠頭,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9355,リンコーコーポレーション,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9360,鈴与シンワート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240430,9361,伏木海陸運送,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9362,兵機海運,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9363,大運,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9364,上組,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,4,TOPIX Mid400
20240430,9365,トレーディア,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9366,サンリツ,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9367,大東港運,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9368,キムラユニティー,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9369,キユーソー流通システム,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9376,ユーラシア旅行社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240430,9377,エージーピー,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9380,東海運,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9381,エーアイテイー,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9384,内外トランスライン,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9385,ショーエイコーポレーション,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240430,9386,日本コンセプト,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20240430,9388,パパネッツ,PRO Market,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20240430,9399,ビート・ホールディングス・リミテッド,スタンダード（外国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240430,9401,ＴＢＳホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240430,9404,日本テレビホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
